Civil, AQ I-OR, I-ORG,
y, CC , O,
la, DA O, O,
Policia, NC B-ORG, B-ORG,
Local, AQ I-OR, I-ORG,
extreman, VMI O, O,
la, DA O, O,
vigilancia, NC O, O,
en, SP O, O,
la, DA O, O,
zona, NC O, O,
., Fp , O,

Leon, NC B-P, B-PER,
explico, VMI O, O,
que, CS O, O,
la, DA O, O,
administracion, NC O, O,
regional, AQ O, O,
entrego, VMI O, O,
el, DA O, O,
pasado, AQ O, O,
mes, NC O, O,
de, SP O, O,
febrero, NC O, O,
las, DA O, O,
llaves, NC O, O,
de, SP O, O,
veinticinco, DN O, O,
viviendas, NC O, O,
de, SP O, O,
promocion, NC O, O,
publica, AQ O, O,
pertenecientes, AQ O, O,
a, SP , O,
la, DA O, O,
segunda, AO O, O,
fase, NC O, O,
del, SP O, O,
denominado, AQ O, O,
", Fe , B-MISC,
Grupo, NC I-MI, I-MISC,
San, AQ I-, I-MISC,
Victorino, NC I-MISC, I-MISC,
II, AQ I, I-MISC,
", Fe , I-MISC,
., Fc , O,
quedando, VMG O, O,
pendientes, NC O, O,
de, SP O, O,
entrega, VMM O, O,
otros, DI O, O,
catorce, DN O, O,
pisos, NC O, O,
., Fp , O,

Segun, SP O, O,
el, DA O, O,
regidor, NC O, O,
., Fc , O,
el, DA O, O,
compromiso, NC O, O,
de, SP O, O,
la, DA O, O,
Junta, NC B-OR, B-ORG,
era, VSI O, O,
resolver, VMN O, O,
la, DA O, O,
situacion, NC O, O,
en, SP O, O,
quince, DN O, O,
dias, NC O, O,
., Fc , O,
pero, CC O, O,
", Fe , O,
es, VSI O, O,
evidente, AQ O, O,
", Fe , O,
que, PR O, O,
no, RN O, O,
se, P0 O, O,
ha, VAI O, O,
solucionado, VMP O, O,
por, SP O, O,
lo, DA O, O,
que, PR O, O,
ha, VAI O, O,
demandado, VMP O, O,
", Fe , O,
acortar, VMN O, O,
al, SP O, O,
maximo, AQ O, O,
los, DA O, O,
plazos, NC O, O,
", Fe , O,
para, SP O, O,
evitar, VMN O, O,
que, CS O, O,
aparezcan, VMS O, O,
nuevos, AQ O, O,
conflictos, NC O, O,
sociales, AQ O, O,
., Fp , O,

Por, SP O, O,
Mario, NC B-PE, B-PER,
Etchart, AQ I-PER, I-PER,
Sydney, AQ B-LOC, B-LOC,
(, Fpa , O,
Australia, NP B-LOC, B-LOC,
), Fpt , O,
., Fc , O,
23, Z O, O,
may, NC O, O,
(, Fpa , O,
EFE, NC B-, B-ORG,
), Fpt , O,
., Fp , O,

-, Fg , O,

La, DA O, O,
seleccion, NC O, O,
australiana, AQ O, O,
de, SP O, O,
futbol, NC O, O,
(, Fpa , O,
Socceroos, NP B-ORG, B-ORG,
), Fpt , O,
se, P0 O, O,
enfrentara, VMI O, O,
a, SP , O,
la, DA O, O,
de, SP O, O,
Paraguay, NC B-LOC, B-LOC,
en, SP O, O,
tres, DN O, O,
encuentros, NC O, O,
amistosos, AQ O, O,
que, PR O, O,
se, P0 O, O,
disputaran, VMI O, O,
el, DA O, O,
proximo, AQ O, O,
mes, NC O, O,
de, SP O, O,
junio, NC O, O,
en, SP O, O,
las, DA O, O,
ciudades, NC O, O,
de, SP O, O,
Sydney, NC B-LOC, B-LOC,
., Fc , O,
Brisbane, NC B-LOC, B-LOC,
y, CC , O,
Melbourne, NC B-LOC, B-LOC,
., Fp , O,

El, DA O, O,
debut, NC O, O,
de, SP O, O,
la, DA O, O,
seleccion, NC O, O,
paraguaya, AQ O, O,
en, SP O, O,
Australia, NC B-LOC, B-LOC,
se, P0 O, O,
producira, VMI O, O,
el, DA O, O,
viernes, NC O, O,
9, Z , O,
de, SP O, O,
junio, NC O, O,
en, SP O, O,
el, DA O, O,
Sydney, AQ B-LOC, B-LOC,
Football, NC I-LOC, I-LOC,
Stadium, AQ I-LOC, I-LOC,
., Fc , O,
mientras, CS O, O,
que, CS O, O,
el, DA O, O,
segundo, AO O, O,
partido, NC O, O,
se, P0 O, O,
jugara, VMI O, O,
el, DA O, O,
lunes, NC O, O,
12, Z O, O,
de, SP O, O,
junio, NC O, O,
en, SP O, O,
el, DA O, O,
estadio, NC B-LOC, B-LOC,
Gabba, AQ I-LO, I-LOC,
de, SP I, I-LOC,
Brisbane, NC I-LOC, I-LOC,
., Fc , O,
y, CC , O,
el, DA O, O,
tercero, AO O, O,
en, SP O, O,
el, DA O, O,
nuevo, AQ O, O,
estadio, NC B-LOC, B-LOC,
Colonial, AQ I-LOC, I-LOC,
de, SP I, I-LOC,
Melbourne, NC I-LOC, I-LOC,
., Fc , O,
el, DA O, O,
jueves, NC O, O,
15, Z O, O,
de, SP O, O,
junio, NC O, O,
., Fp , O,

Los, DA O, O,
tres, DN O, O,
partidos, NC O, O,
ante, SP O, O,
el, DA O, O,
equipo, NC O, O,
guarani, AQ O, O,
le, PP O, O,
serviran, VMI O, O,
a, SP , O,
los, DA O, O,
Socceroos, NC B-ORG, B-ORG,
como, CS O, O,
preparacion, NC O, O,
para, SP O, O,
la, DA O, O,
Copa, NC B-M, B-MISC,
Oceania, AQ I-MISC, I-MISC,
., Fc , O,
clasificatoria, AQ O, O,
para, SP O, O,
la, DA O, O,
Copa, NC B-M, B-MISC,
Confederaciones, NC I-MISC, I-MISC,
de, SP O, O,
la, DA O, O,
Federacion, NC B-ORG, B-ORG,
Internacional, AQ I-ORG, I-ORG,
de, SP I, I-ORG,
Futbol, NC I-ORG, I-ORG,
Asociado, AQ I-ORG, I-ORG,
(, Fpa , O,
FIFA, NP B-O, B-ORG,
), Fpt , O,
., Fc , O,
que, PR O, O,
se, P0 O, O,
disputara, VMI O, O,
en, SP O, O,
Tahiti, NC B-LOC, B-LOC,
entre, SP O, O,
el, DA O, O,
20., Z O, O,
28, Z O, O,
de, SP O, O,
junio, NC O, O,
., Fp , O,

La, DA O, O,
espectativa, NC O, O,
de, SP O, O,
los, DA O, O,
aficionados, NC O, O,
australianos, AQ O, O,
esta, VMI O, O,
centrada, AQ O, O,
en, SP O, O,
la, DA O, O,
presencia, NC O, O,
del, SP O, O,
portero, NC O, O,
del, SP O, O,
club, NC O, O,
Velez, AQ B-OR, B-ORG,
Sarfield, NC I-ORG, I-ORG,
de, SP I, I-ORG,
Argentina, NC I-ORG, I-ORG,
., Fc , O,
Jose, AQ B-P, B-PER,
Luis, NC I-P, I-PER,
Chilavert, AQ I-PER, I-PER,
., Fc , O,
considerado, AQ O, O,
uno, PI O, O,
de, SP O, O,
los, DA O, O,
mejores, AQ O, O,
del, SP O, O,
mundo, NC O, O,
., Fc , O,
y, CC , O,
quien, PR O, O,
., Fc , O,
de, SP O, O,
acuerdo, NC O, O,
a, SP , O,
los, DA O, O,
organizadores, NC O, O,
de, SP O, O,
la, DA O, O,
gira, NC O, O,
del, SP O, O,
equipo, NC O, O,
sudamericano, AQ O, O,
., Fc , O,
ha, VAI O, O,
confirmado, VMP O, O,
su, DP O, O,
actuacion, NC O, O,
ante, SP O, O,
los, DA O, O,
Socceroos, NC B-ORG, B-ORG,
., Fp , O,

El, DA O, O,
seleccionador, NC O, O,
australiano, AQ O, O,
., Fc , O,
el, DA O, O,
ex, NC O, O,
internacional, AQ O, O,
Frank, AQ B-PE, B-PER,
Farina, NC I-PER, I-PER,
., Fc , O,
dijo, VMI O, O,
que, CS O, O,
la, DA O, O,
serie, NC O, O,
de, SP O, O,
tres, DN O, O,
partidos, NC O, O,
ante, SP O, O,
Paraguay, NC B-ORG, B-ORG,
seran, VSI O, O,
una, DI O, O,
preparacion, NC O, O,
excelente, AQ O, O,
con, SP O, O,
miras, NC O, O,
a, SP , O,
la, DA O, O,
Copa, NC B-M, B-MISC,
Oceania, AQ I-MISC, I-MISC,
y, CC , O,
., Fc , O,
ademas, RG O, O,
., Fc , O,
", Fe , O,
un, DI O, O,
adelanto, NC O, O,
", Fe , O,
de, SP O, O,
los, DA O, O,
que, PR O, O,
puede, VMI O, O,
ser, VSN O, O,
la, DA O, O,
eliminatoria, NC O, O,
Oceania-Sudamerica, AQ B-MISC, B-MISC,
por, SP O, O,
una, DI O, O,
plaza, NC O, O,
para, SP O, O,
la, DA O, O,
Copa, NC B-M, B-MISC,
del, SP I-, I-MISC,
Mundo, NC I-MI, I-MISC,
del, SP O, O,
2002, Z O, O,
., Fp , O,

El, DA O, O,
ganador, NC O, O,
de, SP O, O,
la, DA O, O,
zona, NC O, O,
de, SP O, O,
Oceania, NC B-LOC, B-LOC,
., Fc , O,
donde, PR O, O,
Australia, NC B-LOC, B-LOC,
es, VSI O, O,
amplio, AQ O, O,
favorito, AQ O, O,
., Fc , O,
debera, VMI O, O,
disputar, VMN O, O,
una, DI O, O,
eliminatoria, NC O, O,
con, SP O, O,
el, DA O, O,
quinto, AO O, O,
clasificado, AQ O, O,
de, SP O, O,
Sudamerica, NC B-LOC, B-LOC,
para, SP O, O,
Corea-Japon, NC B-MISC, B-MISC,
2002, Z I-M, I-MISC,
., Fp , O,

Farina, NC B-PER, B-PER,
ha, VAI O, O,
decidido, VMP O, O,
incluir, VMN O, O,
en, SP O, O,
la, DA O, O,
escuadra, NC O, O,
de, SP O, O,
los, DA O, O,
Socceroos, NC B-ORG, B-ORG,
a, SP , O,
la, DA O, O,
dupla, PN O, O,
del, SP O, O,
club, NC O, O,
Sydney, AQ B-ORG, B-ORG,
Olympic, NC I-ORG, I-ORG,
., Fc , O,
los, DA O, O,
argentinos, NC O, O,
nacionalizados, VMM O, O,
Gabriel, VMN B-PER, B-PER,
Mendez, AQ I-PER, I-PER,
y, CC , O,
Pablo, NC B-PE, B-PER,
Cardozo, AQ I-PER, I-PER,
., Fc , O,
quienes, PR O, O,
han, VAI O, O,
sido, VSP O, O,
dos, PN O, O,
de, SP O, O,
las, DA O, O,
grandes, AQ O, O,
figuras, NC O, O,
de, SP O, O,
la, DA O, O,
actual, AQ O, O,
liga, NC O, O,
nacional, AQ O, O,
de, SP O, O,
este, DD O, O,
pais, NC O, O,
., Fp , O,

Ademas, RG O, O,
de, SP O, O,
Mendez, NC B-PER, B-PER,
y, CC , O,
Cardozo, AQ B-PER, B-PER,
., Fc , O,
dos, PN O, O,
de, SP O, O,
los, DA O, O,
cinco, DN O, O,
futbolistas, NC O, O,
nominados, VMM O, O,
al, SP O, O,
premio, NC O, O,
que, PR O, O,
se, P0 O, O,
otorga, VMI O, O,
al, SP O, O,
mejor, AQ O, O,
jugador, NC O, O,
de, SP O, O,
la, DA O, O,
liga, NC O, O,
nacional, AQ O, O,
-, Fg , O,
nominacion, NC O, O,
hecha, AQ O, O,
por, SP O, O,
los, DA O, O,
propios, DI O, O,
jugadores, NC O, O,
del, SP O, O,
torneo, NC O, O,
-, Fg , O,
Farina, NC B-PER, B-PER,
podra, VMI O, O,
contar, VMN O, O,
con, SP O, O,
varios, PI O, O,
de, SP O, O,
los, DA O, O,
Socceroos, NC B-ORG, B-ORG,
que, PR O, O,
juegan, VMI O, O,
en, SP O, O,
el, DA O, O,
exterior, NC O, O,
., Fp , O,

De, SP O, O,
acuerdo, NC O, O,
a, SP , O,
lo, DA O, O,
informado, VMP O, O,
por, SP O, O,
la, DA O, O,
Federacion, NC B-ORG, B-ORG,
Australiana, AQ I-ORG, I-ORG,
de, SP I, I-ORG,
Futbol, NC I-ORG, I-ORG,
(, Fpa , O,
SA, NP B, B-ORG,
), Fpt , O,
., Fc , O,
el, DA O, O,
portero, NC O, O,
Mark, AQ B-P, B-PER,
Bosnich, AQ I-PER, I-PER,
(, Fpa , O,
Manchester, VMM B-ORG, B-ORG,
United, AQ I-ORG, I-ORG,
., Fc , O,
Inglaterra, NP B-LOC, B-LOC,
), Fpt , O,
;, Fx , O,
los, DA O, O,
mediocampistas, NC O, O,
Paul, AQ B-P, B-PER,
Okon, AQ I-P, I-PER,
(, Fpa , O,
Fiorentina, NP B-ORG, B-ORG,
., Fc , O,
Italia, NP B-LOC, B-LOC,
), Fpt , O,
., Fc , O,
Stan, VMI B-P, B-PER,
Lazaridis, AQ I-PER, I-PER,
(, Fpa , O,
Birmingham, VMM B-ORG, B-ORG,
City, NC I-O, I-ORG,
., Fc , O,
Inglaterra, NP B-LOC, B-LOC,
), Fpt , O,
y, CC , O,
Danny, AQ B-PE, B-PER,
Tiatto, AQ I-PER, I-PER,
(, Fpa , O,
Manchester, VMM B-ORG, B-ORG,
City, NC I-O, I-ORG,
., Fc , O,
Inglaterra, NP B-LOC, B-LOC,
), Fpt , O,
;, Fx , O,
el, DA O, O,
defensa, NC O, O,
Kevin, AQ B-PE, B-PER,
Muscat, AQ I-PER, I-PER,
(, Fpa , O,
Wolverhampton, VMM B-ORG, B-ORG,
Wanderers, NC I-ORG, I-ORG,
., Fc , O,
Inglaterra, NP B-LOC, B-LOC,
), Fpt , O,
., Fc , O,
y, CC , O,
los, DA O, O,
delanteros, NC O, O,
Paul, AQ B-P, B-PER,
Agostino, AQ I-PER, I-PER,
(, Fpa , O,
1860, Z O, O,
Munich, NC B-LOC, B-LOC,
., Fc , O,
Alemania, NP B-LOC, B-LOC,
), Fpt , O,
y, CC , O,
David, VMI B-PE, B-PER,
Zdrilich, AQ I-PER, I-PER,
(, Fpa , O,
SSV, VMM B-, B-ORG,
Ulm, AQ I-, I-ORG,
., Fc , O,
Alemania, NP B-LOC, B-LOC,
), Fpt , O,
., Fc , O,
han, VAI O, O,
confirmado, VMP O, O,
su, DP O, O,
presencia, NC O, O,
para, SP O, O,
la, DA O, O,
serie, NC O, O,
ante, SP O, O,
Paraguay, NC B-ORG, B-ORG,
., Fp , O,

El, DA O, O,
tecnico, NC O, O,
australiano, AQ O, O,
no, RN O, O,
podra, VMI O, O,
contar, VMN O, O,
con, SP O, O,
la, DA O, O,
estrella, NC O, O,
del, SP O, O,
Leeds, NC B-OR, B-ORG,
United, AQ I-ORG, I-ORG,
de, SP O, O,
Inglaterra, NC B-LOC, B-LOC,
., Fc , O,
Harry, VMI B-PE, B-PER,
Kewell, AQ I-PER, I-PER,
;, Fx , O,
con, SP O, O,
el, DA O, O,
goleador, NC O, O,
y, CC , O,
mejor, AQ O, O,
jugador, NC O, O,
de, SP O, O,
la, DA O, O,
liga, NC O, O,
escocesa, AQ O, O,
., Fc , O,
Mark, VMI B-P, B-PER,
Viduka, AQ I-PER, I-PER,
(, Fpa , O,
Celtic, NP B-ORG, B-ORG,
), Fpt , O,
., Fc , O,
y, CC , O,
los, DA O, O,
defensas, NC O, O,
del, SP O, O,
Glasgow, NC B-ORG, B-ORG,
Rangers, AQ I-ORG, I-ORG,
., Fc , O,
Craig, VMI B-PE, B-PER,
Moore, AQ I-PE, I-PER,
y, CC , O,
Tony, AQ B-P, B-PER,
Vidmar, AQ I-PER, I-PER,
., Fp , O,

Kewell, NP B-PER, B-PER,
mantiene, VMI O, O,
un, DI O, O,
conflicto, NC O, O,
con, SP O, O,
los, DA O, O,
organizadores, NC O, O,
de, SP O, O,
la, DA O, O,
gira, NC O, O,
., Fc , O,
mientras, CS O, O,
que, CS O, O,
Viduka, NP B-PER, B-PER,
., Fc , O,
Moore, AQ B-PE, B-PER,
y, CC , O,
Vidmar, NC B-PER, B-PER,
estan, VMI O, O,
lesionados, AQ O, O,
., Fp , O,

Otro, PI O, O,
ausente, AQ O, O,
sera, VSI O, O,
el, DA O, O,
defensa, NC O, O,
Ned, VMI B-, B-PER,
Zelic, AQ I-PE, I-PER,
(, Fpa , O,
1860, Z O, O,
Munich, NC B-LOC, B-LOC,
., Fc , O,
Alemania, NP B-LOC, B-LOC,
), Fpt , O,
., Fc , O,
quien, PR O, O,
renuncio, VMI O, O,
a, SP , O,
la, DA O, O,
seleccion, NC O, O,
australiana, AQ O, O,
despues, RG O, O,
de, SP O, O,
los, DA O, O,
partidos, NC O, O,
ante, SP O, O,
el, DA O, O,
equipo, NC O, O,
Sub-23, Z B-ORG, B-ORG,
de, SP I, I-ORG,
Brasil, NC I-ORG, I-ORG,
., Fc , O,
por, SP O, O,
desacuerdos, NC O, O,
con, SP O, O,
Frank, VMN B-PE, B-PER,
Farina, NC I-PER, I-PER,
., Fc , O,
el, DA O, O,
que, PR O, O,
se, P0 O, O,
nego, VMI O, O,
a, SP , O,
incluirlo, VMN O, O,
en, SP O, O,
el, DA O, O,
segundo, AO O, O,
encuentro, NC O, O,
jugado, AQ O, O,
en, SP O, O,
Melbourne, NC B-LOC, B-LOC,
., Fp , O,

Talavera, NC B-LOC, B-LOC,
de, SP I, I-LOC,
la, DA I, I-LOC,
Reina, NC I-LO, I-LOC,
(, Fpa , O,
Toledo, NP B-LOC, B-LOC,
), Fpt , O,
., Fc , O,
23, Z O, O,
may, NC O, O,
(, Fpa , O,
EFE, NC B-, B-ORG,
), Fpt , O,
., Fp , O,

-, Fg , O,

Una, DI O, O,
mayoria, NC O, O,
de, SP O, O,
agricultores, NC O, O,
y, CC , O,
ganaderos, AQ O, O,
de, SP O, O,
la, DA O, O,
provincia, NC O, O,
de, SP O, O,
Toledo, NC B-LOC, B-LOC,
no, RN O, O,
tendran, VMI O, O,
que, CS O, O,
pagar, VMN O, O,
las, DA O, O,
", Fe , O,
jornadas, NC O, O,
reales, AQ O, O,
", Fe , O,
., Fc , O,
que, PR O, O,
es, VSI O, O,
una, DI O, O,
cantidad, NC O, O,
mensual, AQ O, O,
estipulada, AQ O, O,
por, SP O, O,
la, DA O, O,
contratacion, NC O, O,
de, SP O, O,
trabajadores, NC O, O,
en, SP O, O,
tareas, NC O, O,
agricolas, AQ O, O,
y, CC , O,
ganaderas, AQ O, O,
., Fc , O,
y, CC , O,
se, P0 O, O,
les, PP O, O,
devolvera, VMI O, O,
lo, DA O, O,
pagado, AQ O, O,
en, SP O, O,
los, DA O, O,
ultimos, AO O, O,
cinco, DN O, O,
años, NC O, O,
., Fp , O,

El, DA O, O,
presidente, NC O, O,
provincial, AQ O, O,
de, SP O, O,
la, DA O, O,
Asociacion, NC B-ORG, B-ORG,
de, SP I, I-ORG,
Jovenes, AQ I-ORG, I-ORG,
Agricultores, NC I-ORG, I-ORG,
(, Fpa , O,
ASAJA, NP B-OR, B-ORG,
), Fpt , O,
en, SP O, O,
Toledo, NC B-LOC, B-LOC,
., Fc , O,
Manuel, VMI B-PER, B-PER,
Juarez, AQ I-PER, I-PER,
., Fc , O,
destaco, VMI O, O,
hoy, RG O, O,
., Fc , O,
en, SP O, O,
